publishedsince_days,brand,model,Price,year,KMs,Engine,Gear,Color,warranty_months,type of ad,rechargeable,battery_capacity_km,engine_power_kW,battery_volts_V,battery_intensity_A
60,JAGUAR,     F-PACE,31600,2018,159836,Diesel,automatic,blancopaque(vernisansreflet),6,Professional,,,132.0,,
26,CITROEN,     C5 AIRCROSS,31590,2021,25309,Petrol,automatic,grisfoncã©,12,Professional,,,,,
20,BMW,     SERIE 2 F23 CABRIOLET,31570,2019,37145,Diesel,automatic,orange,12,Professional,,,,,
60,CITROEN,     C4 (3E GENERATION),31570,2022,28,Petrol,mechanic,grisclair,24,Professional,,,,,
43,BMW,     X1 F48,31570,2020,18124,Diesel,mechanic,alpinweiss,24,Professional,,,,,
60,OPEL,     ASTRA 5,31530,2021,8306,Diesel,automatic,bleu,19,Professional,,,,,
60,CITROEN,     JUMPY 3 FOURGON,31520,2020,115660,Diesel,automatic,grismetal,6,Professional,,,130.0,,
60,CHEVROLET,     C20,31500,1972,27250,Petrol,automatic,blancverni,0,Professional,,,,,
21,RENAULT,     MEGANE 4 ESTATE,31490,2022,25,Diesel,mechanic,rouge,0,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),31480,2020,35986,Diesel,automatic,rouge,12,Professional,,,,,
24,MERCEDES,     CLASSE A 4,31390,2021,44449,Diesel,mechanic,bleudenimmã©tallisã©,24,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),31340,2020,27896,Diesel,mechanic,gris,12,Professional,,,,,
32,LAND ROVER,     RANGE ROVER EVOQUE,31340,2017,71104,Diesel,automatic,bleu,6,Professional,,,,,
21,VOLKSWAGEN,     TAIGO,31330,2022,6720,Petrol,automatic,rouge,0,Professional,,,80.0,,
9,RENAULT,     CAPTUR 2,31310,2022,1,Petrol,mechanic,blanc,0,Professional,,,,,
60,PEUGEOT,     2008 (2E GENERATION),31300,2020,12223,Diesel,automatic,orange,12,Professional,,,,,
60,DS,      3 CROSSBACK,31300,2021,9234,Petrol,automatic,grisfoncã©,12,Professional,,,,,
20,PEUGEOT,     EXPERT 3 FOURGON,31300,2019,66471,Diesel,automatic,grisplatinium,12,Professional,,,,,
60,DS,      3 CROSSBACK,31300,2021,5400,Electric,automatic,grisartense,0,Professional,yes,430.0,,,
60,AUDI,     A3 (3E GENERATION) SPORTBACK,31290,2019,57988,Diesel,automatic,rouge,0,Professional,,,,,
12,VOLKSWAGEN,     T-ROC,31230,2022,16436,Petrol,mechanic,gris,28,Professional,,,,,
16,MINI,     COUNTRYMAN 2,31230,2019,49289,Petrol,automatic,vert,12,Professional,,,,,
14,PEUGEOT,     3008 (2E GENERATION),31230,2020,136011,Diesel,automatic,blanc,12,Professional,,,,,
25,PEUGEOT,     308 (2E GENERATION),31230,2022,1,Diesel,automatic,bleu,0,Professional,,,,,
11,MERCEDES,     GLA,31230,2015,86538,Diesel,automatic,blanc,6,Professional,,,,,
60,AUDI,     Q2,31200,2019,93949,Diesel,automatic,blanc,0,Professional,,,,,
60,MAZDA,     MX5 (4E GENERATION) RF,31090,2018,37515,Petrol,mechanic,blancmetal,6,Professional,,,118.0,,
9,BMW,     X1 F48,31060,2019,92245,Diesel,automatic,saphirschwarz,24,Professional,,,,,
24,TOYOTA,     COROLLA 12 TOURING SPORTS,31060,2022,10291,Petrol-electric hybrid,automatic,grisargentbi-ton,36,Professional,no,,,207.0,3.6
4,BMW,     SERIE 3 F30,31030,2019,54848,Petrol,automatic,gris,12,Professional,,,,,
18,HYUNDAI,     TUCSON 3,31030,2020,28750,Petrol,automatic,blancopaque(vernisansreflet),36,Professional,,,130.0,,
48,PEUGEOT,     RIFTER,31030,2022,12,Diesel,mechanic,gris,24,Professional,,,,,
47,MINI,      3 3P,31020,2021,7658,Electric,automatic,midnightblackmetallic,0,Professional,yes,,,350.0,93.2
60,AUDI,     S5 CABRIOLET,31010,2010,62097,Petrol,automatic,blanc,3,Professional,,,,,
60,VOLKSWAGEN,     GOLF 8,31010,2021,10593,Petrol,automatic,grisfoncã©metal,24,Professional,no,,110.0,,
60,PEUGEOT,     3008 (2E GENERATION),30960,2020,45206,Diesel,mechanic,blancmã©tal,12,Professional,,,,,
31,OPEL,     INSIGNIA 2 SPORTS TOURER,30930,2021,29,Diesel,automatic,noir,0,Professional,,,,,
54,VOLKSWAGEN,     T-ROC,30930,2020,80500,Diesel,automatic,blanc,6,Professional,,,,,
16,PEUGEOT,     3008 (2E GENERATION),30860,2019,70901,Diesel,mechanic,noir,6,Professional,,,,,
60,CITROEN,     C4 (3E GENERATION),30840,2022,121,Diesel,automatic,blancbanquise,12,Professional,,,,,
11,BMW,     X1 F48,30840,2019,33300,Petrol,mechanic,saphirschwarz,24,Professional,,,,,
24,PEUGEOT,     2008 (2E GENERATION),30780,2022,11,Petrol,automatic,grisartense(m),0,Professional,,,,,
30,CITROEN,     C4 (3E GENERATION),30780,2022,6010,Diesel,automatic,gris,12,Professional,,,,,
60,HONDA,     CR-V 5,30760,2020,61457,Petrol,mechanic,gris,12,Professional,,,,,
58,RENAULT,     KADJAR,30760,2022,12,Petrol,mechanic,gristitanium,24,Professional,,,,,
41,AUDI,     Q3,30750,2020,114215,Diesel,automatic,gris,12,Professional,,,,,
19,CITROEN,     C5 AIRCROSS,30730,2020,28021,Diesel,automatic,blancbanquise,12,Professional,,,,,
19,CITROEN,     SPACETOURER,30720,2020,40111,Diesel,mechanic,blanc,6,Professional,,,,,
10,RENAULT,     CAPTUR 2,30680,2022,12,Petrol,automatic,bleu,0,Professional,,,,,
54,RENAULT,     CAPTUR 2,30660,2022,118,Petrol,automatic,bleu,0,Professional,,,,,
3,FORD,     PUMA 2,30650,2022,11,Petrol,mechanic,bleu,23,Professional,,,,,
53,CITROEN,     JUMPY 3 FOURGON,30600,2021,24721,Diesel,mechanic,blancbanquise,12,Professional,,,,,
13,PEUGEOT,     5008 (2E GENERATION),30510,2020,39666,Diesel,automatic,bleu,12,Professional,,,,,
52,VOLVO,     XC60,30490,2017,80715,Diesel,automatic,bleumetal,6,Professional,,,,,
60,PEUGEOT,     EXPERT 3 FOURGON,30480,2020,86699,Diesel,mechanic,marron,12,Professional,,,,,
60,RENAULT,     MEGANE 4,30480,2022,12,Diesel,automatic,grisfoncã©,12,Professional,,,,,
30,FIAT,     500 C (3E GENERATION),30480,2022,107,Electric,automatic,gris,12,Professional,yes,298.0,,,
11,MERCEDES,     CLASSE A 4,30460,2020,24727,Petrol,mechanic,grisanthracite,12,Professional,,,,,
17,MERCEDES,     CLASSE A 4,30380,2020,100473,Diesel,automatic,blanc,12,Professional,,,,,
12,MAZDA,     MX5 (4E GENERATION) ST,30370,2018,28902,Petrol,mechanic,grismetal,6,Professional,,,118.0,,
60,SKODA,     SCALA,30370,2022,3050,Petrol,automatic,grismeteore,0,Professional,,,,,
2,VOLKSWAGEN,     TIGUAN 2,30360,2019,97127,Diesel,mechanic,blanc,12,Professional,,,,,
20,MINI,      3 3P,30340,2019,43313,Diesel,automatic,midnightblack,24,Professional,,,,,
60,MERCEDES,     CLASSE C 4 SW,30340,2018,83880,Diesel,automatic,gris,12,Professional,,,,,
24,VOLKSWAGEN,     ARTEON,30290,2020,15858,Diesel,mechanic,grisfoncã©,12,Professional,,,,,
60,MAZDA,     MX5 (4E GENERATION),30280,2020,39075,Petrol,mechanic,noirmetal,10,Professional,,,135.0,,
3,BMW,     X1 F48,30270,2020,64013,Petrol,automatic,noir,12,Professional,,,,,
16,AUDI,     A4 (5E GENERATION),30240,2017,65307,Diesel,automatic,gris,12,Professional,,,,,
60,AUDI,     A4 (5E GENERATION),30230,2019,42706,Petrol,automatic,noir,12,Professional,,,,,
60,LAND ROVER,     RANGE ROVER EVOQUE,30220,2018,79686,Diesel,mechanic,bleu,12,Professional,,,132.0,,
47,MAZDA,     MX5 (4E GENERATION) RF,30210,2018,35218,Petrol,automatic,bleumetal,6,Professional,,,118.0,,
60,CITROEN,     C5 AIRCROSS,30190,2020,42506,Petrol,automatic,blanc,12,Professional,,,,,
60,AUDI,     A1 (2E GENERATION) SPORTBACK,30180,2021,17233,Petrol,automatic,blanc,24,Professional,,,,,
37,PEUGEOT,     2008 (2E GENERATION),30180,2022,1,Diesel,mechanic,blanc,0,Professional,,,,,
4,RENAULT,     KADJAR,30170,2022,12,Petrol,automatic,bleu,12,Professional,,,,,
29,BMW,     SERIE 2 F22 COUPE,30140,2019,62751,Diesel,automatic,bleu,12,Professional,,,,,
60,MERCEDES,     CLASSE B 2,30140,2018,72026,Diesel,automatic,bleu,12,Professional,,,,,
32,CITROEN,     C5 AIRCROSS,30140,2020,105388,Diesel,automatic,noir,12,Professional,,,,,
60,HYUNDAI,     IONIQ,30120,2021,12177,Petrol-electric hybrid,automatic,blancverni,15,Professional,no,,104.0,240.0,
25,PEUGEOT,     308 (2E GENERATION),30120,2022,1,Diesel,automatic,bleu,0,Professional,,,,,
41,PEUGEOT,     3008 (2E GENERATION),30030,2019,121357,Diesel,automatic,grisartense(m),12,Professional,,,,,
14,KIA,     PICANTO,3020,2007,127668,Petrol,mechanic,noirmetal,3,Professional,,,48.0,,
44,FERRARI,     488 SPIDER,295070,2017,15159,Petrol,automatic,cannadifucile,24,Professional,,,,,
13,LAND ROVER,     RANGE ROVER EVOQUE,29990,2018,101329,Diesel,automatic,noir,0,Professional,,,,,
17,NISSAN,     JUKE 2,29980,2022,7680,Petrol,mechanic,gris,16,Professional,,,,,
11,VOLKSWAGEN,     GOLF 7 R,29940,2015,111305,Petrol,automatic,blancnacre,6,Professional,,,221.0,,
51,VOLKSWAGEN,     TIGUAN 2,29930,2019,48251,Diesel,automatic,noir,6,Professional,,,,,
33,AUDI,     A1 (2E GENERATION) SPORTBACK,29850,2021,15240,Petrol,automatic,gris,24,Professional,,,,,
19,MERCEDES,     CLASSE A 4,29840,2020,24409,Diesel,automatic,rouge,0,Professional,,,,,
18,PEUGEOT,     2008 (2E GENERATION),29830,2021,30027,Diesel,automatic,blancnacre,12,Professional,,,,,
9,RENAULT,     CAPTUR 2,29780,2022,1,Petrol,mechanic,blanc,0,Professional,,,,,
2,RENAULT,     KOLEOS 2,29770,2019,77805,Diesel,automatic,blanc,12,Professional,,,,,
59,VOLKSWAGEN,     GOLF 7 GTI,29730,2018,53447,Petrol,automatic,gris,12,Professional,,,,,
4,BMW,     X2 F39,29680,2019,114921,Diesel,automatic,gris,12,Professional,,,,,
5,AUDI,     A1 (2E GENERATION) SPORTBACK,29680,2022,7332,Petrol,automatic,gris,12,Professional,,,,,
27,VOLKSWAGEN,     GOLF 7 GTI,29670,2018,67980,Petrol,automatic,blanc,0,Professional,,,,,
53,BMW,     X3 F25,29660,2017,86742,Diesel,automatic,noir,12,Professional,,,,,
60,CITROEN,     C5 AIRCROSS,29640,2021,29363,Diesel,automatic,noirperla,12,Professional,,,,,
60,CITROEN,     C4 (3E GENERATION),29640,2022,1,Petrol,mechanic,bleu,0,Professional,,,,,
60,FORD,     FOCUS 4 SW,29630,2022,12396,Petrol,mechanic,noir,12,Professional,,,,,
60,FORD,     FOCUS 4,29620,2022,11,Petrol,mechanic,blancglacier,12,Professional,,,,,
5,CITROEN,     JUMPY 3 FOURGON,29620,2022,610,Diesel,mechanic,blanc,12,Professional,,,,,
3,RENAULT,     KADJAR,29620,2022,12,Petrol,mechanic,noir,12,Professional,,,,,
60,RENAULT,     CAPTUR 2,29620,2022,11,Petrol,automatic,bleu,0,Professional,,,,,
13,MAZDA,     CX-30,29520,2022,17,Petrol,mechanic,rougemã©tal,12,Professional,,,,,
36,VOLKSWAGEN,     T-CROSS,29500,2022,12,Petrol,automatic,blanc,12,Professional,,,,,
30,AUDI,     Q5,29500,2015,143470,Diesel,automatic,gris,12,Professional,,,,,
35,TOYOTA,     COROLLA 12,29480,2022,7894,Petrol-electric hybrid,automatic,blanc,12,Professional,no,,,207.0,3.6
60,AUDI,     A1 (2E GENERATION) CITYCARVER,29480,2021,11491,Petrol,mechanic,rouge,24,Professional,,,,,
60,HYUNDAI,     KONA,29480,2022,667,Diesel,mechanic,atlaswhite,0,Professional,,,,,
13,PEUGEOT,     3008 (2E GENERATION),29410,2018,43709,Diesel,mechanic,marron,12,Professional,,,,,
53,MINI,     COUNTRYMAN,29390,2018,46740,Petrol,mechanic,rougeverni,6,Professional,,,90.0,,
53,OPEL,     MOKKA 2,29380,2022,3,Petrol,automatic,rouge,24,Professional,,,,,
18,LAND ROVER,     DEFENDER 2,29380,2007,244260,Diesel,mechanic,grisverni,3,Professional,,,90.0,,
4,PEUGEOT,     3008 (2E GENERATION),29380,2020,20050,Petrol,mechanic,blanc,0,Professional,,,,,
30,BMW,     X4 F26,29370,2017,157731,Diesel,automatic,gris,12,Professional,,,,,
17,CITROEN,     C4 (3E GENERATION),29360,2022,11,Petrol,automatic,platine,0,Professional,,,,,
60,VOLKSWAGEN,     T-ROC,29320,2020,43354,Petrol,automatic,orangeenergy,12,Professional,,,,,
60,PEUGEOT,     2008 (2E GENERATION),29310,2021,27731,Petrol,automatic,noironyx,12,Professional,,,,,
60,MERCEDES,     CLA,29290,2019,44425,Diesel,automatic,noir,24,Professional,,,,,
12,PEUGEOT,     308 (2E GENERATION) GTI,29290,2017,38115,Petrol,mechanic,blanc,12,Professional,,,,,
60,AUDI,     Q5 (2E GENERATION),29290,2018,75390,Diesel,mechanic,blanc,3,Professional,,,,,
9,RENAULT,     CAPTUR 2,29270,2022,1,Petrol,mechanic,gris,0,Professional,,,,,
52,PEUGEOT,     3008 (2E GENERATION),29260,2021,48966,Diesel,automatic,gris,12,Professional,,,,,
60,DS,      3 CROSSBACK,29240,2021,27353,Diesel,automatic,orimpã©rial(m)-toitnoirperlanera,24,Professional,,,,,
8,PEUGEOT,     3008 (2E GENERATION),29230,2019,42838,Diesel,automatic,gris,12,Professional,,,,,
60,SEAT,     ATECA,29230,2020,22723,Diesel,automatic,blanc,12,Professional,,,,,
59,VOLKSWAGEN,     PASSAT 8,29190,2019,39689,Petrol-electric hybrid,automatic,blanc,12,Professional,yes,50.0,,353.0,
4,MERCEDES,     GLA,29170,2019,125402,Diesel,automatic,noir,12,Professional,,,,,
18,VOLKSWAGEN,     TIGUAN 2,29140,2019,46116,Diesel,automatic,noir,6,Professional,,,,,
13,BMW,     SERIE 2 F45 ACTIVE TOURER,29140,2019,47920,Diesel,automatic,blanc,24,Professional,,,,,
23,MERCEDES,     CLASSE B 2,29140,2019,16201,Petrol,automatic,noir,12,Professional,,,,,
11,MINI,      3 CLUBMAN,29130,2019,53987,Diesel,automatic,gris,12,Professional,,,,,
5,TOYOTA,     RAV 4 (4E GENERATION),29130,2018,37930,Petrol-electric hybrid,automatic,grisatlas,36,Professional,no,,145.0,245.0,
8,CITROEN,     C5 AIRCROSS,29130,2020,62757,Diesel,automatic,noir,6,Professional,,,,,
60,MINI,     COUNTRYMAN 2,29130,2018,45580,Petrol,mechanic,thundergrey,24,Professional,,,,,
30,TOYOTA,     RAV 4 (4E GENERATION),29100,2017,89169,Petrol-electric hybrid,automatic,blancverni,12,Professional,no,,145.0,245.0,
26,PEUGEOT,     3008 (2E GENERATION),29020,2019,63767,Petrol,automatic,grisfoncã©,12,Professional,,,,,
26,PEUGEOT,     3008 (2E GENERATION),29020,2019,59501,Petrol,automatic,blanc,12,Professional,,,,,
30,FIAT,     500 C (3E GENERATION),29020,2022,121,Electric,automatic,rouge,12,Professional,yes,190.0,,400.0,
14,MERCEDES,     CLASSE C 2,28990,2008,110432,Diesel,automatic,noir,0,Professional,,,,,
60,PEUGEOT,     2008 (2E GENERATION),28950,2022,1,Petrol,mechanic,noir,0,Professional,,,,,
60,CITROEN,     C5 AIRCROSS,28940,2021,5,Diesel,mechanic,noirperlanera,12,Professional,,,,,
17,VOLKSWAGEN,     GOLF 7,28930,2019,41457,Petrol,automatic,gris,12,Professional,,,,,
60,HYUNDAI,     IONIQ,28870,2022,734,Petrol-electric hybrid,automatic,phantomblack,0,Professional,no,,,240.0,
60,FORD,     PUMA 2,28850,2022,12,Petrol,automatic,gris,0,Professional,,,,,
17,JEEP,     COMPASS 2,28830,2020,9628,Diesel,mechanic,noire,12,Professional,,,,,
60,RENAULT,     CAPTUR 2,28830,2022,11,Petrol,automatic,bleu,0,Professional,,,,,
10,RENAULT,     CAPTUR 2,28830,2022,11,Petrol,automatic,bleu,0,Professional,,,,,
60,AUDI,     A1 (2E GENERATION) SPORTBACK,28760,2022,6960,Petrol,automatic,grismanhattan/contrastenoir,0,Professional,,,,,
25,BMW,     X4 F26,28740,2016,140970,Diesel,automatic,bleumetal,6,Professional,,,140.0,,
24,VOLKSWAGEN,     GOLF 7 GTI,28740,2019,61161,Petrol,automatic,blancnacre,6,Professional,,,169.0,,
60,AUDI,     Q3,28730,2016,57741,Diesel,mechanic,bleu,12,Professional,,,,,
21,JEEP,     RENEGADE,28730,2018,70489,Diesel,automatic,jetsetblue,12,Professional,,,,,
60,PEUGEOT,     208 (2E GENERATION),28730,2022,12,Petrol,automatic,noirperla,12,Professional,,,,,
60,KIA,     XCEED,28660,2021,29032,Diesel,automatic,argent,63,Professional,,,,,
60,ABARTH,     500 (2E GENERATION),28650,2022,1220,Petrol,mechanic,gris,22,Professional,,,,,
39,PEUGEOT,     308 (2E GENERATION) SW,28650,2022,12,Diesel,mechanic,rouge,12,Professional,,,,,
17,CITROEN,     C5 AIRCROSS,28640,2022,6743,Petrol,mechanic,emeraldcrystal,12,Professional,,,,,
24,PEUGEOT,     2008 (2E GENERATION),28620,2021,22451,Petrol,automatic,blanc,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,28590,2022,6295,Diesel,mechanic,rougeultimate,12,Professional,,,,,
29,CITROEN,     C5 AIRCROSS,28580,2021,31346,Petrol,mechanic,noir,0,Professional,,,,,
40,PEUGEOT,     308 (2E GENERATION) SW,28540,2022,6758,Diesel,mechanic,blanc,12,Professional,,,,,
60,PEUGEOT,     5008 (2E GENERATION),28540,2020,53115,Petrol,automatic,vert,12,Professional,,,,,
60,CITROEN,     C4 (3E GENERATION),28510,2022,1,Petrol,mechanic,blanc,0,Professional,,,,,
60,MINI,      3 CLUBMAN,28510,2019,81241,Diesel,automatic,midnightblackmetallic,24,Professional,,,,,
60,CITROEN,     BERLINGO 3 MULTISPACE,28500,2022,4192,Diesel,mechanic,bleumã©tal,12,Professional,,,,,
41,PEUGEOT,     3008,28500,2018,92380,Petrol,mechanic,gris,12,Professional,,,,,
28,AUDI,     A5 CABRIOLET,28500,2015,95805,Diesel,automatic,marronfoncã©,12,Professional,,,,,
10,PEUGEOT,     2008 (2E GENERATION),28430,2022,19020,Petrol,mechanic,grisartense,12,Professional,,,,,
60,RENAULT,     CAPTUR 2,28400,2021,14,Petrol-electric hybrid,automatic,noiretoile,12,Professional,yes,50.0,,400.0,
21,MAZDA,     MX5 (4E GENERATION) ST,28400,2020,17118,Petrol,mechanic,rougemetal,10,Professional,,,135.0,,
41,AUDI,     A3 (3E GENERATION) SPORTBACK,28390,2019,58414,Diesel,automatic,blanc,12,Professional,,,,,
60,VOLKSWAGEN,     T-CROSS,28380,2021,16864,Petrol,mechanic,blancverni,24,Professional,,,85.0,,
60,OPEL,     GRANDLAND X,28330,2021,19215,Diesel,automatic,grismetal,12,Professional,,,96.0,,
60,BMW,     SERIE 2 F45 ACTIVE TOURER,28330,2018,36703,Petrol-electric hybrid,automatic,saphirschwarz,24,Professional,yes,41.0,,,
48,RENAULT,     CAPTUR 2,28330,2022,11,Petrol,automatic,grisfoncã©,12,Professional,,,,,
8,PEUGEOT,     2008 (2E GENERATION),28330,2021,6988,Petrol,automatic,gris,12,Professional,,,,,
60,SKODA,     KAROQ,28330,2021,20223,Diesel,automatic,gris,0,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),28320,2019,66991,Diesel,automatic,blanc,12,Professional,,,,,
15,BMW,     I3,28320,2019,29153,Electric,automatic,fluidblack,24,Professional,yes,300.0,,353.0,94.0
50,VOLKSWAGEN,     T-ROC,28320,2019,79363,Petrol,automatic,blanc,12,Professional,,,,,
53,JEEP,     RENEGADE,28300,2021,42000,Diesel,automatic,grisclair,12,Professional,,,,,
9,PEUGEOT,     3008 (2E GENERATION),28300,2018,81420,Diesel,automatic,marron,12,Professional,,,,,
5,CITROEN,     C4 (3E GENERATION),28290,2022,13806,Petrol,automatic,grisplatinium,12,Professional,,,,,
10,RENAULT,     CAPTUR 2,28290,2022,11,Petrol,mechanic,gris,0,Professional,,,,,
58,PEUGEOT,     2008 (2E GENERATION),28290,2022,111,Petrol,mechanic,bleuvertigo,12,Professional,,,,,
60,PEUGEOT,     2008 (2E GENERATION),28270,2021,36747,Petrol,mechanic,grisplatinium(mã©tallisã©),12,Professional,,,,,
60,AUDI,     A3 (3E GENERATION) SPORTBACK,28240,2020,11920,Petrol,mechanic,noirbrillant,24,Professional,,,,,
60,VOLKSWAGEN,     T-CROSS,28220,2021,11,Diesel,automatic,noirintensenacr,0,Professional,,,,,
39,PEUGEOT,     308 (2E GENERATION) SW,28180,2022,12,Diesel,mechanic,bleu,12,Professional,,,,,
9,CITROEN,     GRAND C4 SPACETOURER,28180,2021,53140,Diesel,mechanic,noir,12,Professional,,,,,
3,PEUGEOT,     3008 (2E GENERATION),28180,2020,83510,Diesel,mechanic,brun,12,Professional,,,,,
31,AUDI,     TT 2 S,28170,2011,119400,Petrol,automatic,noir,0,Professional,,,,,
19,MERCEDES,     CLASSE C 4 SW,28160,2018,170970,Diesel,automatic,noirmetal,6,Professional,,,125.0,,
58,VOLKSWAGEN,     GOLF 7,28150,2019,38069,Petrol,mechanic,blanc,3,Professional,,,,,
60,DS,      7 CROSSBACK,28130,2020,125115,Petrol,automatic,gris,12,Professional,,,,,
4,PEUGEOT,     3008 (2E GENERATION),28130,2019,84210,Diesel,mechanic,gris,12,Professional,,,,,
4,PEUGEOT,     2008 (2E GENERATION),28130,2022,2081,Petrol,mechanic,noirperlanera(m),12,Professional,,,,,
26,VOLKSWAGEN,     GOLF 7,28120,2016,87010,Diesel,automatic,blanc,3,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION),28120,2021,8502,Diesel,mechanic,grisartense,12,Professional,,,,,
35,VOLKSWAGEN,     T-ROC,28070,2019,63897,Diesel,automatic,gris,12,Professional,,,,,
17,AUDI,     A3 (3E GENERATION) SPORTBACK,28070,2018,29574,Diesel,automatic,gris,3,Professional,,,,,
60,RENAULT,     CAPTUR 2,28060,2022,3966,Petrol,automatic,grisfoncã©metal,16,Professional,,,103.0,,
48,BMW,     SERIE 2 F46 GRAN TOURER,28040,2018,91488,Diesel,automatic,noir,0,Professional,,,,,
60,RENAULT,     MEGANE 4,28040,2022,12,Diesel,mechanic,noir,0,Professional,,,,,
60,SEAT,     ARONA,28040,2022,122,Petrol,automatic,gris,0,Professional,,,,,
60,BMW,     SERIE 1 F40,28030,2020,2482,Diesel,automatic,gris,0,Professional,,,,,
14,MAZDA,     MX5 (4E GENERATION) RF,28020,2019,39632,Petrol,mechanic,grismetal,6,Professional,,,135.0,,
21,PEUGEOT,     208 (2E GENERATION),28020,2022,11,Diesel,mechanic,bleu,0,Professional,,,,,
8,BMW,     SERIE 2 F45 ACTIVE TOURER,28000,2018,69481,Petrol-electric hybrid,automatic,noir,6,Professional,yes,41.0,,,
60,PORSCHE,     911 TYPE 992 TURBO,271840,2022,2625,Petrol,automatic,noirintensemã©tallisã©,18,Professional,,,427.0,,
60,LAND ROVER,     RANGE ROVER EVOQUE,27980,2018,83169,Diesel,mechanic,blanc,12,Professional,,,,,
4,BMW,     X1 F48,27950,2019,45672,Petrol,automatic,alpinweiss,24,Professional,,,,,
17,BMW,     X1 F48,27930,2019,34626,Petrol,mechanic,noir,6,Professional,,,,,
8,RENAULT,     TRAFIC 3 COMBI,27920,2017,61566,Diesel,mechanic,blanc,6,Professional,,,,,
24,PEUGEOT,     2008 (2E GENERATION),27880,2021,27674,Diesel,mechanic,noironyx(o),0,Professional,,,,,
41,VOLKSWAGEN,     T-CROSS,27820,2022,11246,Petrol,mechanic,argent,24,Professional,,,,,
25,PEUGEOT,     2008 (2E GENERATION),27820,2022,1,Petrol,mechanic,blanc,0,Professional,,,,,
12,RENAULT,     KADJAR,27810,2022,12,Petrol,automatic,bleu,12,Professional,,,,,
43,VOLKSWAGEN,     SHARAN 2,27810,2017,96236,Diesel,mechanic,grisc,3,Professional,,,,,
18,PEUGEOT,     3008 (2E GENERATION),27810,2020,35305,Petrol,automatic,noir,12,Professional,,,,,
48,PEUGEOT,     508 (2E GENERATION) SW,27810,2020,19982,Petrol,automatic,grisclair,12,Professional,,,,,
60,MINI,      CABRIOLET,27800,2020,13912,Petrol,mechanic,pepperwhite,12,Professional,,,,,
32,BMW,     SERIE 4 F32,27800,2015,45182,Diesel,automatic,blanc,12,Professional,,,,,
60,KIA,     STONIC,27800,2022,12,Petrol,mechanic,blanc,12,Professional,,,,,
14,RENAULT,     KOLEOS 2,27780,2019,124386,Diesel,automatic,gris,12,Professional,,,,,
5,VOLKSWAGEN,     TIGUAN 2,27780,2019,48371,Diesel,mechanic,blanc,0,Professional,,,,,
8,PEUGEOT,     308 (2E GENERATION),27780,2021,7505,Diesel,mechanic,noirperlanera,36,Professional,,,,,
60,MERCEDES,     CLASSE C 4 SW,27730,2018,94656,Hybrid diesel-electric,automatic,gris,12,Professional,,,,,
